step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,source_account,destination_account,graph_score,ring_detected,triangle_cycle_detected,hub_flag,mule_flag,burst_cluster_flag,suspicious_connection_count,shared_counterparties,source_out_degree,destination_in_degree,bridge_flag,destination_repeat_rate,source_repeat_rate,prior_risk_hits,client_id,timestamp,predicted_risk,predicted_probability,anomaly_score,confirmed_label,isFraud
6,DEBIT,7625.24,25141.7,17516.46,7237.85,14863.09,user-7667,merchant-609,0.2,False,False,True,False,False,0,0,4,44,False,0.0,0.0,0,background-stream,2026-03-30T03:04:34.400236,LOW,0.065,0.181438,,0
17,PAYMENT,6215.45,16323.11,10107.66,9997.45,16212.9,user-4883,merchant-937,0.2,False,False,True,False,False,0,0,0,27,False,0.0,0.0,0,background-stream,2026-03-30T03:04:36.588873,MEDIUM,0.765,0.214731,,0
3,PAYMENT,9089.73,28088.31,18998.58,8726.11,17815.84,user-5647,merchant-501,0.3,False,False,True,False,False,0,0,2,30,False,0.0,0.0,2,background-stream,2026-03-30T03:04:38.827263,LOW,0.07,0.265494,,0
18,CASH_IN,7164.08,16153.87,8989.79,10965.06,18129.14,user-6686,merchant-186,0.35,False,False,True,False,False,1,0,4,23,False,0.0435,0.25,0,background-stream,2026-03-30T03:04:41.072390,MEDIUM,0.7725,0.156859,,0
16,DEBIT,9137.38,25898.56,16761.18,17766.2,26903.58,user-8226,merchant-647,0.2,False,False,True,False,False,0,0,3,26,False,0.0,0.0,0,background-stream,2026-03-30T03:04:43.398153,MEDIUM,0.781168,0.112274,,0
21,CASH_OUT,5498.45,19840.34,14341.89,4044.39,9542.84,user-1221,merchant-439,0.25,False,False,True,False,False,0,0,2,31,False,0.0,0.0,1,background-stream,2026-03-30T03:04:45.634768,MEDIUM,0.7675,0.171481,,0
6,CASH_OUT,1703.81,3974.29,2270.48,4841.76,6545.57,user-1103,merchant-573,0.2,False,False,True,False,False,0,0,6,34,False,0.0,0.0,0,background-stream,2026-03-30T03:04:47.882945,LOW,0.076654,0.242656,,0
18,CASH_IN,1097.22,18155.58,17058.36,18687.89,19785.11,user-2778,merchant-136,0.2,False,False,True,False,False,0,0,3,23,False,0.0,0.0,0,background-stream,2026-03-30T03:04:50.134559,MEDIUM,0.765,0.156676,,0
6,TRANSFER,7745.47,9958.09,2212.62,18665.81,26411.28,user-3097,merchant-185,0.25,False,False,True,False,False,0,0,4,25,False,0.0,0.0,1,background-stream,2026-03-30T03:04:52.402128,LOW,0.0675,0.232476,,0
16,DEBIT,5931.27,24206.2,18274.93,1092.14,7023.41,user-9961,merchant-311,0.2,False,False,True,False,False,0,0,3,25,False,0.0,0.0,0,background-stream,2026-03-30T03:04:54.675076,MEDIUM,0.780916,0.112863,,0
17,PAYMENT,2613.65,13889.18,11275.53,12795.48,15409.13,user-2012,merchant-302,0.2,False,False,True,False,False,0,0,0,34,False,0.0,0.0,0,background-stream,2026-03-30T03:04:56.877443,MEDIUM,0.765,0.214524,,0
9,TRANSFER,7551.57,15335.41,7783.84,6762.33,14313.9,user-6310,merchant-628,0.2,False,False,True,False,False,0,0,4,27,False,0.0,0.0,0,background-stream,2026-03-30T03:04:59.073354,MEDIUM,0.765,0.198477,,0
22,DEBIT,8191.14,26077.97,17886.83,16050.7,24241.84,user-2157,merchant-300,0.25,False,False,True,False,False,0,0,4,44,False,0.0,0.0,1,background-stream,2026-03-30T03:05:01.321285,MEDIUM,0.775252,0.131912,,0
22,PAYMENT,5121.91,23857.1,18735.19,9721.52,14843.43,user-3200,merchant-903,0.2,False,False,True,False,False,0,0,5,30,False,0.0,0.0,0,background-stream,2026-03-30T03:05:03.541339,MEDIUM,0.765,0.222937,,0
11,CASH_IN,2445.45,17316.34,14870.89,9676.29,12121.74,user-7778,merchant-222,0.25,False,False,True,False,False,0,0,1,29,False,0.0,0.0,1,background-stream,2026-03-30T03:05:05.814077,MEDIUM,0.7675,0.166754,,0
12,CASH_IN,7870.95,9713.8,1842.85,16097.79,23968.74,user-9951,merchant-232,0.25,False,False,True,False,False,0,0,2,34,False,0.0,0.0,1,background-stream,2026-03-30T03:05:08.056147,MEDIUM,0.7675,0.157066,,0
3,CASH_OUT,6564.35,6887.22,322.87,2323.97,8888.32,user-3710,merchant-456,0.2,False,False,True,False,False,0,0,4,41,False,0.0,0.0,0,background-stream,2026-03-30T03:05:10.299622,LOW,0.065016,0.234233,,0
3,TRANSFER,2788.57,6257.04,3468.47,12960.83,15749.4,user-9635,merchant-228,0.2,False,False,True,False,False,0,0,1,29,False,0.0,0.0,0,background-stream,2026-03-30T03:05:12.592403,LOW,0.065001,0.22082,,0
20,DEBIT,8783.03,27418.88,18635.85,1818.16,10601.19,user-6175,merchant-829,0.2,False,False,True,False,False,0,0,4,28,False,0.0,0.0,0,background-stream,2026-03-30T03:05:14.855555,MEDIUM,0.774137,0.128679,,0
5,DEBIT,4137.66,5607.72,1470.06,2816.77,6954.43,user-1796,merchant-334,0.25,False,False,True,False,False,0,0,0,29,False,0.0,0.0,1,background-stream,2026-03-30T03:05:17.231723,LOW,0.0675,0.179067,,0
1,PAYMENT,3250.05,18766.56,15516.51,13289.78,16539.83,user-5179,merchant-494,0.2,False,False,True,False,False,0,0,2,37,False,0.0,0.0,0,background-stream,2026-03-30T03:05:19.507995,LOW,0.065,0.271661,,0
22,DEBIT,4273.87,8168.94,3895.07,13209.6,17483.47,user-2866,merchant-923,0.2,False,False,True,False,False,0,0,1,30,False,0.0,0.0,0,background-stream,2026-03-30T03:05:21.749569,MEDIUM,0.772902,0.131561,,0
16,DEBIT,5782.56,20001.94,14219.38,18622.45,24405.01,user-8061,merchant-156,0.25,False,False,True,False,False,0,0,8,24,False,0.0,0.0,1,background-stream,2026-03-30T03:05:24.015614,MEDIUM,0.783784,0.112004,,0
19,PAYMENT,4054.97,7164.13,3109.16,5528.5,9583.47,user-2701,merchant-906,0.2,False,False,True,False,False,0,0,2,25,False,0.0,0.0,0,background-stream,2026-03-30T03:05:26.281175,MEDIUM,0.765,0.215261,,0
1,CASH_OUT,209.93,14638.23,14428.3,19213.12,19423.05,user-5034,merchant-764,0.2,False,False,True,False,False,0,0,5,35,False,0.0,0.0,0,background-stream,2026-03-30T03:05:28.551448,LOW,0.065016,0.229356,,0
7,CASH_IN,9032.74,14702.4,5669.66,6603.81,15636.55,user-7157,merchant-933,0.2,False,False,True,False,False,0,0,3,30,False,0.0,0.0,0,background-stream,2026-03-30T03:05:30.788208,LOW,0.065,0.217238,,0
20,CASH_OUT,8841.72,24398.92,15557.2,6605.07,15446.79,user-5508,merchant-545,0.2,False,False,True,False,False,0,0,0,29,False,0.0,0.0,0,background-stream,2026-03-30T03:05:33.032434,MEDIUM,0.765,0.169427,,0
22,DEBIT,176.16,14391.69,14215.53,9367.51,9543.67,user-1483,merchant-166,0.2,False,False,True,False,False,0,0,4,28,False,0.0,0.0,0,background-stream,2026-03-30T03:05:35.276948,MEDIUM,0.772905,0.131554,,0
23,CASH_IN,4209.76,4681.11,471.35,1693.75,5903.51,user-6576,merchant-300,0.25,False,False,True,False,False,0,0,6,45,False,0.0,0.0,1,background-stream,2026-03-30T03:05:37.526914,MEDIUM,0.7675,0.173451,,0
1,TRANSFER,1931.43,8007.13,6075.7,3579.17,5510.6,user-1935,merchant-340,0.2,False,False,True,False,False,0,0,1,37,False,0.0,0.0,0,background-stream,2026-03-30T03:05:39.812998,LOW,0.065001,0.219528,,0
1,TRANSFER,4568.0,20788.0,16220.0,17788.77,22356.77,user-2009,merchant-945,0.2,False,False,True,False,False,0,0,6,34,False,0.0,0.0,0,background-stream,2026-03-30T03:05:42.043302,LOW,0.065001,0.215458,,0
17,PAYMENT,3758.86,12594.63,8835.77,813.91,4572.77,user-8953,merchant-896,0.25,False,False,True,False,False,0,0,3,38,False,0.0,0.0,1,background-stream,2026-03-30T03:05:44.280669,MEDIUM,0.7675,0.214843,,0
2,CASH_IN,3156.35,22995.18,19838.83,2610.18,5766.53,user-1213,merchant-396,0.2,False,False,True,False,False,0,0,2,25,False,0.0,0.0,0,background-stream,2026-03-30T03:05:46.542837,LOW,0.065,0.208803,,0
4,CASH_IN,4823.13,18105.86,13282.73,2066.35,6889.48,user-5734,merchant-988,0.2,False,False,True,False,False,0,0,2,30,False,0.0,0.0,0,background-stream,2026-03-30T03:05:48.867767,LOW,0.065,0.212137,,0
14,DEBIT,5197.67,10909.87,5712.2,4178.8,9376.47,user-1239,merchant-230,0.2,False,False,True,False,False,0,0,4,28,False,0.0,0.0,0,background-stream,2026-03-30T03:05:51.173566,MEDIUM,0.782205,0.109855,,0
23,PAYMENT,5937.98,7090.28,1152.3,7457.89,13395.87,user-2664,merchant-930,0.25,False,False,True,False,False,0,0,3,31,False,0.0,0.0,1,background-stream,2026-03-30T03:05:53.424750,MEDIUM,0.7675,0.232762,,0
9,CASH_IN,1648.52,14449.31,12800.79,4459.63,6108.15,user-7209,merchant-743,0.25,False,False,True,False,False,0,0,6,30,False,0.0,0.0,1,background-stream,2026-03-30T03:05:55.673000,MEDIUM,0.767499,0.188244,,0
21,CASH_OUT,395.44,11113.81,10718.37,13339.85,13735.29,user-1843,merchant-567,0.2,False,False,True,False,False,0,0,2,32,False,0.0,0.0,0,background-stream,2026-03-30T03:05:57.916959,MEDIUM,0.765,0.172045,,0
19,PAYMENT,972.74,14225.06,13252.32,3296.51,4269.25,user-4404,merchant-458,0.25,False,False,True,False,False,0,0,5,35,False,0.0,0.0,1,background-stream,2026-03-30T03:06:00.149393,MEDIUM,0.7675,0.213982,,0
15,CASH_IN,6344.09,17171.03,10826.94,7418.32,13762.41,user-3249,merchant-887,0.2,False,False,True,False,False,0,0,2,34,False,0.0,0.0,0,background-stream,2026-03-30T03:06:02.457639,MEDIUM,0.76806,0.142859,,0
24,TRANSFER,553.07,12881.9,12328.83,13385.48,13938.55,user-8390,merchant-709,0.25,False,False,True,False,False,0,0,2,26,False,0.0,0.0,1,background-stream,2026-03-30T03:06:04.696026,MEDIUM,0.7675,0.189711,,0
16,TRANSFER,2651.97,14318.97,11667.0,1453.53,4105.5,user-6528,merchant-746,0.3,False,False,True,False,False,0,0,3,25,False,0.0,0.0,2,background-stream,2026-03-30T03:06:06.869741,MEDIUM,0.77,0.151768,,0
24,DEBIT,756.46,9688.26,8931.8,17129.19,17885.65,user-5249,merchant-665,0.25,False,False,True,False,False,0,0,4,47,False,0.0,0.0,1,background-stream,2026-03-30T03:06:09.119667,MEDIUM,0.7675,0.153934,,0
18,DEBIT,9011.45,20608.88,11597.43,7520.0,16531.45,user-5920,merchant-239,0.25,False,False,True,False,False,0,0,3,27,False,0.0,0.0,1,background-stream,2026-03-30T03:06:11.373465,MEDIUM,0.779859,0.121163,,0
19,PAYMENT,7762.35,23099.11,15336.76,8304.17,16066.52,user-1421,merchant-195,0.2,False,False,True,False,False,0,0,3,32,False,0.0,0.0,0,background-stream,2026-03-30T03:06:13.668478,MEDIUM,0.765,0.213846,,0
11,PAYMENT,622.39,6520.22,5897.83,10072.37,10694.76,user-7898,merchant-192,0.25,False,False,True,False,False,0,0,8,36,False,0.0,0.0,1,background-stream,2026-03-30T03:06:15.895377,MEDIUM,0.7675,0.226473,,0
3,TRANSFER,7895.49,22130.23,14234.74,13600.64,21496.13,user-5549,merchant-440,0.2,False,False,True,False,False,0,0,6,24,False,0.0,0.0,0,background-stream,2026-03-30T03:06:18.160339,LOW,0.065,0.216398,,0
24,CASH_OUT,9565.35,22587.41,13022.06,4198.64,13763.99,user-8166,merchant-514,0.25,False,False,True,False,False,0,0,1,36,False,0.0,0.0,1,background-stream,2026-03-30T03:06:20.398763,MEDIUM,0.7675,0.196133,,0
10,CASH_IN,446.96,9948.87,9501.91,16165.35,16612.31,user-8520,merchant-585,0.2,False,False,True,False,False,0,0,1,37,False,0.0,0.0,0,background-stream,2026-03-30T03:06:22.637920,MEDIUM,0.765,0.176612,,0
22,DEBIT,4574.23,15451.51,10877.28,18773.31,23347.54,user-9909,merchant-763,0.2,False,False,True,False,False,0,0,3,31,False,0.0,0.0,0,background-stream,2026-03-30T03:06:24.955709,MEDIUM,0.772755,0.131905,,0
12,CASH_OUT,5595.21,20429.37,14834.16,15956.25,21551.46,user-9794,merchant-664,0.25,False,False,True,False,False,0,0,2,32,False,0.0,0.0,1,background-stream,2026-03-30T03:06:27.187228,MEDIUM,0.7675,0.172176,,0
5,CASH_IN,4149.89,21920.99,17771.1,11256.13,15406.02,user-4870,merchant-460,0.2,False,False,True,False,False,0,0,2,33,False,0.0,0.0,0,background-stream,2026-03-30T03:06:29.444430,LOW,0.065,0.216275,,0
12,CASH_IN,1999.85,17950.14,15950.29,10952.76,12952.61,user-3111,merchant-785,0.2,False,False,True,False,False,0,0,3,31,False,0.0,0.0,0,background-stream,2026-03-30T03:06:31.671751,MEDIUM,0.765,0.156883,,0
4,CASH_IN,5314.22,8628.32,3314.1,2940.11,8254.33,user-6694,merchant-463,0.2,False,False,True,False,False,0,0,1,37,False,0.0,0.0,0,background-stream,2026-03-30T03:06:33.961240,LOW,0.065,0.212458,,0
7,CASH_IN,6518.46,12599.69,6081.23,14226.17,20744.63,user-3572,merchant-624,0.2,False,False,True,False,False,0,0,4,30,False,0.0,0.0,0,background-stream,2026-03-30T03:06:36.184005,LOW,0.065,0.217238,,0
8,CASH_IN,9290.0,25162.15,15872.15,14258.21,23548.21,user-8076,merchant-652,0.2,False,False,True,False,False,0,0,6,25,False,0.0,0.0,0,background-stream,2026-03-30T03:06:38.452658,MEDIUM,0.765,0.197905,,0
4,DEBIT,4865.04,8563.97,3698.93,4504.46,9369.5,user-6397,merchant-843,0.2,False,False,True,False,False,0,0,5,32,False,0.0,0.0,0,background-stream,2026-03-30T03:06:40.687591,LOW,0.065,0.180686,,0
6,TRANSFER,9517.51,18266.0,8748.49,6686.97,16204.48,user-6976,merchant-294,0.25,False,False,True,False,False,0,0,1,34,False,0.0,0.0,1,background-stream,2026-03-30T03:06:42.899625,LOW,0.0675,0.230375,,0
6,TRANSFER,7656.52,23953.76,16297.24,14239.78,21896.3,user-2629,merchant-444,0.2,False,False,True,False,False,0,0,5,36,False,0.0,0.0,0,background-stream,2026-03-30T03:06:45.128347,LOW,0.065,0.22725,,0
13,CASH_OUT,534.14,9148.73,8614.59,11596.83,12130.97,user-9114,merchant-881,0.2,False,False,True,False,False,0,0,3,34,False,0.0,0.0,0,background-stream,2026-03-30T03:06:47.437976,MEDIUM,0.765,0.164643,,0
5,CASH_IN,9286.79,15600.85,6314.06,2546.34,11833.13,user-2475,merchant-767,0.2,False,False,True,False,False,0,0,3,31,False,0.0,0.0,0,background-stream,2026-03-30T03:06:49.715592,LOW,0.065,0.216436,,0
21,CASH_OUT,728.99,15606.35,14877.36,10333.25,11062.24,user-6062,merchant-622,0.2,False,False,True,False,False,0,0,4,35,False,0.0,0.0,0,background-stream,2026-03-30T03:06:51.981787,MEDIUM,0.765,0.171728,,0
5,TRANSFER,3085.55,5926.1,2840.55,18484.2,21569.75,user-5452,merchant-303,0.25,False,False,True,False,False,0,0,1,30,False,0.0,0.0,1,background-stream,2026-03-30T03:06:54.276981,LOW,0.067501,0.228389,,0
11,TRANSFER,121.44,7980.34,7858.9,1809.1,1930.54,user-7024,merchant-712,0.25,False,False,True,False,False,0,0,4,38,False,0.0,0.0,1,background-stream,2026-03-30T03:06:56.544691,MEDIUM,0.7675,0.173673,,0
15,PAYMENT,8336.25,15237.2,6900.95,507.8,8844.05,user-9317,merchant-356,0.2,False,False,True,False,False,0,0,3,22,False,0.0,0.0,0,background-stream,2026-03-30T03:06:58.840695,MEDIUM,0.765,0.20298,,0
14,CASH_OUT,5992.46,9950.29,3957.83,6249.88,12242.34,user-5238,merchant-577,0.2,False,False,True,False,False,0,0,4,26,False,0.0,0.0,0,background-stream,2026-03-30T03:07:01.072602,MEDIUM,0.765,0.158359,,0
18,PAYMENT,7112.79,12277.27,5164.48,13817.22,20930.01,user-3414,merchant-408,0.2,False,False,True,False,False,0,0,2,29,False,0.0,0.0,0,background-stream,2026-03-30T03:07:03.332798,MEDIUM,0.765,0.216339,,0
5,CASH_OUT,9857.48,14441.17,4583.69,18374.34,28231.82,user-7814,merchant-799,0.25,False,False,True,False,False,0,0,1,24,False,0.0,0.0,1,background-stream,2026-03-30T03:07:05.537491,LOW,0.067511,0.23837,,0
23,TRANSFER,7453.02,13613.98,6160.96,18014.21,25467.23,user-3609,merchant-186,0.2,False,False,True,False,False,0,0,4,23,False,0.0,0.0,0,background-stream,2026-03-30T03:07:07.778412,MEDIUM,0.765,0.180275,,0
7,TRANSFER,9135.65,23274.34,14138.69,3650.06,12785.71,user-3186,merchant-847,0.25,False,False,True,False,False,0,0,6,35,False,0.0,0.0,1,background-stream,2026-03-30T03:07:10.107478,LOW,0.0675,0.225515,,0
8,PAYMENT,6938.7,12434.85,5496.15,13378.85,20317.55,user-6177,merchant-793,0.25,False,False,True,False,False,0,0,5,23,False,0.0,0.0,1,background-stream,2026-03-30T03:07:12.361439,MEDIUM,0.7675,0.260264,,0
15,DEBIT,3645.57,15278.55,11632.98,9803.07,13448.64,user-3823,merchant-199,0.2,False,False,True,False,False,0,0,0,31,False,0.0,0.0,0,background-stream,2026-03-30T03:07:14.617641,MEDIUM,0.781628,0.1112,,0
5,DEBIT,8836.32,9584.3,747.98,6011.1,14847.42,user-4029,merchant-597,0.2,False,False,True,False,False,0,0,1,36,False,0.0,0.0,0,background-stream,2026-03-30T03:07:16.852459,LOW,0.065,0.177874,,0
4,CASH_OUT,6350.68,11621.09,5270.41,17704.43,24055.11,user-1293,merchant-276,0.3,False,False,True,False,False,0,0,3,30,False,0.0,0.0,2,background-stream,2026-03-30T03:07:19.121257,LOW,0.070015,0.232914,,0
16,TRANSFER,2350.74,17695.16,15344.42,11730.86,14081.6,user-6195,merchant-831,0.2,False,False,True,False,False,0,0,3,26,False,0.0,0.0,0,background-stream,2026-03-30T03:07:21.446490,MEDIUM,0.765,0.151311,,0
2,PAYMENT,4950.56,16837.93,11887.37,8808.35,13758.91,user-7008,merchant-850,0.2,False,False,True,False,False,0,0,3,24,False,0.0,0.0,0,background-stream,2026-03-30T03:07:23.670455,LOW,0.065,0.267515,,0
15,TRANSFER,7283.02,24620.56,17337.54,14162.29,21445.31,user-3971,merchant-282,0.2,False,False,True,False,False,0,0,4,30,False,0.0,0.0,0,background-stream,2026-03-30T03:07:25.884314,MEDIUM,0.76555,0.148716,,0
10,CASH_IN,6563.93,16362.5,9798.57,15325.4,21889.33,user-4253,merchant-362,0.25,False,False,True,False,False,0,0,4,21,False,0.0,0.0,1,background-stream,2026-03-30T03:07:28.311847,MEDIUM,0.7675,0.176787,,0
11,PAYMENT,8264.98,16304.44,8039.46,5768.02,14033.0,user-4854,merchant-765,0.2,False,False,True,False,False,0,0,1,36,False,0.0,0.0,0,background-stream,2026-03-30T03:07:30.927158,MEDIUM,0.765,0.22819,,0
8,CASH_OUT,9012.38,16544.25,7531.87,14442.49,23454.87,user-9422,merchant-679,0.2,False,False,True,False,False,0,0,1,30,False,0.0,0.0,0,background-stream,2026-03-30T03:07:33.391550,MEDIUM,0.765,0.217281,,0
24,PAYMENT,1968.28,17970.95,16002.67,1737.93,3706.21,user-5270,merchant-565,0.2,False,False,True,False,False,0,0,3,23,False,0.0,0.0,0,background-stream,2026-03-30T03:07:35.757984,MEDIUM,0.765,0.243189,,0
15,DEBIT,5488.85,24531.26,19042.41,3667.07,9155.92,user-5927,merchant-253,0.25,False,False,True,False,False,0,0,2,31,False,0.0,0.0,1,background-stream,2026-03-30T03:07:38.051286,MEDIUM,0.783983,0.111537,,0
1,PAYMENT,7456.48,13495.7,6039.22,12537.27,19993.75,user-3846,merchant-986,0.2,False,False,True,False,False,0,0,1,26,False,0.0,0.0,0,background-stream,2026-03-30T03:07:40.304093,LOW,0.065,0.271692,,0
2,DEBIT,5213.4,10374.02,5160.62,18720.5,23933.9,user-9148,merchant-184,0.2,False,False,True,False,False,0,0,3,36,False,0.0,0.0,0,background-stream,2026-03-30T03:07:42.558115,LOW,0.065,0.187744,,0
9,CASH_IN,1307.54,16383.98,15076.44,13127.21,14434.75,user-3332,merchant-673,0.25,False,False,True,False,False,0,0,3,32,False,0.0,0.0,1,background-stream,2026-03-30T03:07:44.925613,MEDIUM,0.767499,0.188244,,0
10,CASH_OUT,8557.87,12102.05,3544.18,7054.3,15612.17,user-9973,merchant-932,0.25,False,False,True,False,False,0,0,5,35,False,0.0,0.0,1,background-stream,2026-03-30T03:07:47.228262,MEDIUM,0.767499,0.197106,,0
13,TRANSFER,7705.61,20998.9,13293.29,16473.63,24179.24,user-4566,merchant-251,0.2,False,False,True,False,False,0,0,3,21,False,0.0,0.0,0,background-stream,2026-03-30T03:07:49.502223,MEDIUM,0.765371,0.149133,,0
2,TRANSFER,6387.31,19913.77,13526.46,19682.46,26069.77,user-2853,merchant-897,0.2,False,False,True,False,False,0,0,2,33,False,0.0,0.0,0,background-stream,2026-03-30T03:07:51.810516,LOW,0.065,0.212336,,0
22,CASH_OUT,4393.76,9183.87,4790.11,1935.23,6328.99,user-9472,merchant-761,0.2,False,False,True,False,False,0,0,2,31,False,0.0,0.0,0,background-stream,2026-03-30T03:07:54.064608,MEDIUM,0.765,0.179043,,0
16,DEBIT,7068.97,24129.73,17060.76,4461.22,11530.19,user-1507,merchant-559,0.3,False,False,True,False,False,0,0,0,30,False,0.0,0.0,2,background-stream,2026-03-30T03:07:56.387790,MEDIUM,0.786162,0.112288,,0
17,PAYMENT,9102.36,22747.82,13645.46,6611.55,15713.91,user-1508,merchant-914,0.25,False,False,True,False,False,0,0,5,34,False,0.0,0.0,1,background-stream,2026-03-30T03:07:58.657765,MEDIUM,0.7675,0.212837,,0
17,CASH_IN,1512.87,16442.17,14929.3,8793.64,10306.51,user-1969,merchant-605,0.2,False,False,True,False,False,0,0,5,27,False,0.0,0.0,0,background-stream,2026-03-30T03:08:00.945187,MEDIUM,0.765,0.154085,,0
19,PAYMENT,9187.39,24425.5,15238.11,11891.02,21078.41,user-7889,merchant-868,0.2,False,False,True,False,False,0,0,2,28,False,0.0,0.0,0,background-stream,2026-03-30T03:08:03.210137,MEDIUM,0.765,0.212915,,0
2,CASH_IN,995.76,7843.58,6847.82,12865.48,13861.24,user-8085,merchant-913,0.25,False,False,True,False,False,0,0,5,31,False,0.0,0.0,1,background-stream,2026-03-30T03:08:05.428519,LOW,0.0675,0.208803,,0
2,PAYMENT,5479.16,24954.38,19475.22,4680.82,10159.98,user-5876,merchant-108,0.2,False,False,True,False,False,0,0,1,26,False,0.0,0.0,0,background-stream,2026-03-30T03:08:07.741080,LOW,0.065,0.267555,,0
15,TRANSFER,3161.88,15592.42,12430.54,8876.44,12038.32,user-7038,merchant-736,0.2,False,False,True,False,False,0,0,2,29,False,0.0,0.0,0,background-stream,2026-03-30T03:08:10.010511,MEDIUM,0.765,0.150049,,0
3,PAYMENT,4451.63,8878.12,4426.49,12900.73,17352.36,user-6075,merchant-752,0.2,False,False,True,False,False,0,0,6,36,False,0.0,0.0,0,background-stream,2026-03-30T03:08:12.336609,LOW,0.065,0.267122,,0
12,CASH_IN,9034.56,21927.16,12892.6,4133.86,13168.42,user-2592,merchant-800,0.2,False,False,True,False,False,0,0,3,28,False,0.0,0.0,0,background-stream,2026-03-30T03:08:14.589626,MEDIUM,0.765,0.156684,,0
4,PAYMENT,7933.04,12272.29,4339.25,1071.46,9004.5,user-9513,merchant-104,0.2,False,False,True,False,False,0,0,1,30,False,0.0,0.0,0,background-stream,2026-03-30T03:08:16.822263,LOW,0.065,0.269229,,0
11,DEBIT,4742.27,9494.42,4752.15,3122.0,7864.27,user-8148,merchant-228,0.2,False,False,True,False,False,0,0,4,30,False,0.0,0.0,0,background-stream,2026-03-30T03:08:19.091654,MEDIUM,0.771245,0.135427,,0
10,PAYMENT,9496.2,14822.38,5326.18,8747.24,18243.44,user-7699,merchant-362,0.25,False,False,True,False,False,0,0,5,22,False,0.0,0.0,1,background-stream,2026-03-30T03:08:21.349714,MEDIUM,0.767499,0.240134,,0
4,CASH_OUT,911.96,6473.68,5561.72,9310.63,10222.59,user-2221,merchant-506,0.2,False,False,True,False,False,0,0,4,25,False,0.0,0.0,0,background-stream,2026-03-30T03:08:23.680401,LOW,0.065021,0.23253,,0
24,PAYMENT,8273.14,8965.59,692.45,4233.72,12506.86,user-5243,merchant-699,0.2,False,False,True,False,False,0,0,2,28,False,0.0,0.0,0,background-stream,2026-03-30T03:08:25.946718,MEDIUM,0.765,0.24128,,0
17,DEBIT,9771.8,17711.72,7939.92,2233.3,12005.1,user-8421,merchant-759,0.2,False,False,True,False,False,0,0,0,31,False,0.0,0.0,0,background-stream,2026-03-30T03:08:28.173504,MEDIUM,0.778321,0.118916,,0
13,PAYMENT,7939.88,8187.5,247.62,2761.54,10701.42,user-2132,merchant-614,0.2,False,False,True,False,False,0,0,4,24,False,0.0,0.0,0,background-stream,2026-03-30T03:08:30.502089,MEDIUM,0.765,0.209626,,0
19,TRANSFER,761.91,4123.31,3361.4,6069.16,6831.07,user-8629,merchant-450,0.2,False,False,True,False,False,0,0,6,31,False,0.0,0.0,0,background-stream,2026-03-30T03:08:32.754393,MEDIUM,0.765,0.164331,,0
1,TRANSFER,2283.34,9330.93,7047.59,14410.27,16693.61,user-8045,merchant-584,0.2,False,False,True,False,False,0,0,2,29,False,0.0,0.0,0,background-stream,2026-03-30T03:08:34.993724,LOW,0.065001,0.219081,,0
16,TRANSFER,183.85,1504.01,1320.16,19106.76,19290.61,user-4305,merchant-468,0.2,False,False,True,False,False,0,0,3,34,False,0.0,0.0,0,background-stream,2026-03-30T03:08:37.227624,MEDIUM,0.765,0.155707,,0
13,CASH_IN,4241.5,18994.59,14753.09,1515.3,5756.8,user-1633,merchant-576,0.2,False,False,True,False,False,0,0,4,32,False,0.0,0.0,0,background-stream,2026-03-30T03:08:39.454945,MEDIUM,0.765,0.150162,,0
8,TRANSFER,4239.51,20130.47,15890.96,1711.89,5951.4,user-7731,merchant-814,0.2,False,False,True,False,False,0,0,2,29,False,0.0,0.0,0,background-stream,2026-03-30T03:08:41.755258,MEDIUM,0.765,0.203004,,0
3,PAYMENT,3304.99,14683.52,11378.53,13958.64,17263.63,user-8595,merchant-986,0.2,False,False,True,False,False,0,0,3,27,False,0.0,0.0,0,background-stream,2026-03-30T03:08:43.997736,LOW,0.065,0.267207,,0
13,PAYMENT,3038.79,4769.23,1730.44,16211.2,19249.99,user-4339,merchant-129,0.2,False,False,True,False,False,0,0,5,35,False,0.0,0.0,0,background-stream,2026-03-30T03:08:46.226272,MEDIUM,0.765,0.210781,,0
21,PAYMENT,1754.53,10358.55,8604.02,5956.65,7711.18,user-4403,merchant-214,0.2,False,False,True,False,False,0,0,4,26,False,0.0,0.0,0,background-stream,2026-03-30T03:08:48.451171,MEDIUM,0.765,0.219362,,0
22,PAYMENT,2547.91,7727.31,5179.4,10286.59,12834.5,user-7793,merchant-798,0.25,False,False,True,False,False,0,0,2,27,False,0.0,0.0,1,background-stream,2026-03-30T03:08:50.698129,MEDIUM,0.7675,0.222532,,0
16,CASH_OUT,3547.0,10014.75,6467.75,8009.04,11556.04,user-1691,merchant-132,0.2,False,False,True,False,False,0,0,3,28,False,0.0,0.0,0,background-stream,2026-03-30T03:08:53.154547,MEDIUM,0.765,0.157458,,0
9,TRANSFER,5034.64,22677.28,17642.64,2048.81,7083.45,user-5949,merchant-800,0.2,False,False,True,False,False,0,0,6,29,False,0.0,0.0,0,background-stream,2026-03-30T03:08:55.393863,MEDIUM,0.764999,0.195304,,0
